company_name,business_type,address,city,phone,email,website,gbp_url,google_rating,review_count,years_in_business,employee_count,categories,facebook,instagram,linkedin,recent_reviews,growth_signals,tech_stack,place_id,icp_score,date_collected,qualification_signals,twitter,data_source,search_location
Bob's Sewer Services,plumbers,"7220 Oliver Ave S, Richfield, MN 55423",,+1612-866-2828,,https://m.facebook.com,https://www.google.com/maps/place/?q=place_id:ChIJ4ZdfQS8k9ocR-3gpEDXsmZQ,4.6,10.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Joseph's Drain Cleaning LLC,plumbers,,,+1612-296-6898,,,https://www.google.com/maps/place/?q=place_id:ChIJP2GP-IUj9ocRmQZC3iZ3sr0,3.0,43.0,,,,,,,,,,,20.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Southtown's Plumbing'a inc.,plumbers,"6636 Penn Ave S, Minneapolis, MN 55423",,+1541-204-1944,,https://www.bendhomesolutions.com,https://www.google.com/maps/place/?q=place_id:ChIJAQCc9YzIuFQRSdpPee70wLI,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
American Sewer LLC,plumbers,"9001 Emerson Ave S, Bloomington, MN 55420",,+1612-246-4800,,https://www.americansewers.com,https://www.google.com/maps/place/?q=place_id:ChIJ6_rNoAAl9ocRIr8SyUO-T5k,4.8,160.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
"Aaron Anderson Sewer and Drain Cleaning, Inc.",plumbers,"8850 11th Ave S, Bloomington, MN 55420",,+1612-222-1948,,https://savemydrain.com,https://www.google.com/maps/place/?q=place_id:ChIJG6E5PJ4l9ocRnCkVDpM4qZo,5.0,105.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Silver Tree Plumbing & Heating,plumbers,"1335 Mendota Heights Rd, Mendota Heights, MN 55120",,+1651-319-4200,,https://www.silvertreeph.com,https://www.google.com/maps/place/?q=place_id:ChIJObd1zGIu9ocRqT1fsujdQHg,4.1,97.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Oakland Plumbing LLC,plumbers,"500 Oakland Ln, Burnsville, MN 55337",,+1612-386-6093,,,https://www.google.com/maps/place/?q=place_id:ChIJVXqQzno69ocRrNovI0288M4,5.0,17.0,,,,,,,,,,,40.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
"Hessian Plumbing Services, Inc",plumbers,,,+1651-681-8252,,https://www.hessianplumbing.com,https://www.google.com/maps/place/?q=place_id:ChIJAQAAABAu9ocRcf5Yoe34wOo,4.9,334.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Champion Plumbing,plumbers,"3670 Dodd Rd, Eagan, MN 55123",,+1651-365-1340,,https://www.championplumbing.net,https://www.google.com/maps/place/?q=place_id:ChIJk3ZIPEYt9ocRg65aPEJVpzk,4.9,2365.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Janecky Plumbing Services,plumbers,"720 Pontiac Pl, Mendota Heights, MN 55120",,+1651-454-9297,,https://janeckyplumbing.com,https://www.google.com/maps/place/?q=place_id:ChIJOxct1pks9ocR1wo5vo1n4Jo,4.4,50.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
"Bruckmueller Plumbing, Inc.",plumbers,"3992 Pennsylvania Ave, Eagan, MN 55123",,+1651-686-6696,,,https://www.google.com/maps/place/?q=place_id:ChIJ_c_eY3wt9ocRRGYHqUkIo40,4.8,23.0,,,,,,,,,,,40.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
"Waters Plumbing, LLC",plumbers,"3028 Woodlark Ln, Eagan, MN 55121",,+1612-801-6649,,,https://www.google.com/maps/place/?q=place_id:ChIJNSgpeiws9ocRwN336NylZQ0,4.2,5.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
AAA Plumbing By Newstrom,plumbers,,,+1651-451-3861,,https://www.aaanewstromplumbing.com,https://www.google.com/maps/place/?q=place_id:ChIJpZ7IXF_U94cRYAOF_7bExhU,5.0,31.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Danner Plumbing & Restoration-LLC,plumbers,"St Paul, MN 55123",,+1651-263-3623,,https://www.dannerplumbing.com,https://www.google.com/maps/place/?q=place_id:ChIJw0l0PXwy9ocRJNuZ0qwbQIc,5.0,1.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Johnson Plumbing & Heating Co,plumbers,"11350 Albavar Path, Inver Grove Heights, MN 55077",,+1612-243-3965,,,https://www.google.com/maps/place/?q=place_id:ChIJa-xEZPsl9ocR50d6CH-G6QI,5.0,5.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Plumbing Masters llc,plumbers,,,+1320-874-0959,,,https://www.google.com/maps/place/?q=place_id:ChIJwTQ-fQsx9ocRuKsUbYJPKDk,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
"Bill Rascher Mechanical Inc Plumbing, Heating, Cooling",plumbers,"4921 Babcock Trail, Inver Grove Heights, MN 55077",,+1651-450-6622,,https://billraschermech.com,https://www.google.com/maps/place/?q=place_id:ChIJ5TvZpJnU94cRrcVNRxRLfCE,2.6,5.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Kok Lee Plumbing,plumbers,,,+1651-332-1131,,,https://www.google.com/maps/place/?q=place_id:ChIJhYLdLTUr9ocRmFeC1OFednA,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Fraser-Morris Electric Co,electricians,"250 2nd Ave S # 109, Minneapolis, MN 55401",,+1612-332-4328,,https://www.frasermorris.com,https://www.google.com/maps/place/?q=place_id:ChIJvyce2YIys1IRc6wnfEuF8J0,5.0,4.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Sparky Electric,electricians,,,+1651-666-7107,,,https://www.google.com/maps/place/?q=place_id:ChIJBwuD7VM5EIARSX5yxdyChjY,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"Edison Electric, Inc.",electricians,"3134 California St NE #126, Minneapolis, MN 55418",,+1612-441-2728,,https://www.electrician-minneapolis.com,https://www.google.com/maps/place/?q=place_id:ChIJofXILQsps1IRKFHIBjflud4,4.9,921.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Müller Electric,electricians,"2736 Lyndale Ave S # A, Minneapolis, MN 55408",,+1612-254-0796,,,https://www.google.com/maps/place/?q=place_id:ChIJVS1kAIgn9ocRprQcfw3K2LM,4.2,21.0,,,,,,,,,,,30.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
University Electric Inc,electricians,"615 E 28th St Suite 2, Minneapolis, MN 55407",,+1612-987-0800,,https://www.universityelectricinc.com,https://www.google.com/maps/place/?q=place_id:ChIJkYkj5qEn9ocRoXnmUSd5Oh4,5.0,23.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Bavolak Electric,electricians,"2010 E Hennepin Ave Suite 2-109, Minneapolis, MN 55413",,+1612-623-4031,,https://www.bavolak.com,https://www.google.com/maps/place/?q=place_id:ChIJd5Ryzqkts1IRQOW3Vh70saU,4.5,24.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Presidential Electric,electricians,"2503 Winter St NE, Minneapolis, MN 55413",,+1612-403-7145,,https://www.presidentialelectricmn.com,https://www.google.com/maps/place/?q=place_id:ChIJBwUkgTG33kERuvOCX2lgiwQ,4.8,21.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Nordeast Electric,electricians,"4219 Central Ave NE, Minneapolis, MN 55421",,+1763-789-4800,,https://www.nordeastelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJa1j44Gous1IRc9xfeSbmQls,4.8,253.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Randy's Electric & Plumbing,electricians,"777 Selby Ave Suite 101, St Paul, MN 55104",,+1651-321-1119,,https://www.randyselectric.com,https://www.google.com/maps/place/?q=place_id:ChIJ3YtagJUr9ocRubnHeOMt2hY,4.7,406.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Brothers Electric,electricians,"3447 Cedar Ave, Minneapolis, MN 55407",,+1612-721-1606,,https://brotherselectricinc.com,https://www.google.com/maps/place/?q=place_id:ChIJx4rAIRIo9ocRAtmrCShm1bI,4.3,41.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Electric Fire & Security,electricians,"Minneapolis, MN 55402",,+1612-225-5702,,,https://www.google.com/maps/place/?q=place_id:ChIJ____v5kys1IRDnBmagDR5Jc,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
EarlyBird Electric,electricians,"5720 International Pkwy, New Hope, MN 55428",,+1612-217-7756,,https://earlybirdelectricians.com,https://www.google.com/maps/place/?q=place_id:ChIJ_2EUqfMr9ocRUsuMguyolJc,4.8,3371.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Damyans Electric Inc.,electricians,"8000 Powell Rd #150, Hopkins, MN 55343",,+1612-616-9251,,https://damyanselectric.com,https://www.google.com/maps/place/?q=place_id:ChIJp2cmSV8g9ocRN3So_m0I6hw,4.9,337.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
TIM KUNKEL ELECTRIC L.L.C.,electricians,"1838 Laurel Ave, St Paul, MN 55104",,+1651-353-1072,,https://timkunkelelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJsxJV4VErs1IRFZOQdB-3yEk,4.9,69.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
HiTec Electric,electricians,"6217 Cambridge St, St Louis Park, MN 55416",,+1952-926-1501,,https://www.hitecelectricmn.com,https://www.google.com/maps/place/?q=place_id:ChIJRfyO478g9ocR8-5VL-YvjXU,5.0,207.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Haro Electric Solutions,electricians,"2004 Olson Mem Hwy, Minneapolis, MN 55411",,+1612-245-4516,,https://www.haroelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJ4ypJ9UYxs1IRS-sh9YwiqbY,3.5,38.0,,,,,,,,,,,45.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Preferred Electric,electricians,"2825 N 2nd St, Minneapolis, MN 55411",,+1763-432-3661,,https://www.preferred-elect.com,https://www.google.com/maps/place/?q=place_id:ChIJG_koshQys1IRw8i_P21cv-c,4.5,8.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Mill City Electric Co.,electricians,"5001 S 28th Ave, Minneapolis, MN 55417",,+1612-268-1000,,https://millcityelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJdWfj7UU59ocR-V21_ZsM-RI,5.0,52.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Sherman Electric,electricians,"2736 Lyndale Ave S, Minneapolis, MN 55408",,+1612-871-2407,,https://www.shermanelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJaXwEF5sn9ocRB_3bYORmzw8,5.0,4.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Cooley Home Repair Services,electricians,,,+1410-982-7465,,,https://www.google.com/maps/place/?q=place_id:ChIJZ_Hp8NvDCUwRoOWEAwevRig,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Skyline Electric,electricians,"2500 Cleveland Ave N # J, Roseville, MN 55113",,+1651-504-3448,,https://www.skylineelectricmn.com,https://www.google.com/maps/place/?q=place_id:ChIJJ9NfCVHTslIRZxC3rq38ShY,4.9,133.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"Harrison Electric, Inc.",electricians,"3440 Kilmer Ln N, Minneapolis, MN 55441",,+1763-544-3300,,https://harrison-electric.com,https://www.google.com/maps/place/?q=place_id:ChIJrbmQRdk1s1IRLj-kBNIj62A,4.8,848.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Signature Electric Co,electricians,"4675 Balsam Ln N, Plymouth, MN 55442",,+1763-588-0090,,https://www.signatureelectric.net,https://www.google.com/maps/place/?q=place_id:ChIJ-dOI_Bg2s1IR4zTNnLwGsyk,4.8,107.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Gibbs Electrical,electricians,"2311 W 50th St, Minneapolis, MN 55419",,+1763-415-7543,,,https://www.google.com/maps/place/?q=place_id:ChIJeSh6JeMm9ocRS-gbGJBMc6k,3.4,5.0,,,,,,,,,,,5.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Minneapolis Electricians,electricians,"726 E 38th St #6, Minneapolis, MN 55407",,+1612-296-6000,,https://www.minneapoliselectricians.net,https://www.google.com/maps/place/?q=place_id:ChIJc3Vh_d0n9ocRNuPQS9m9H7Y,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
North Side Electric LLC,electricians,"26 19th Ave SW, New Brighton, MN 55112",,+1612-521-8815,,,https://www.google.com/maps/place/?q=place_id:ChIJeY-6P-sus1IRJQ_4K1LLq0o,4.2,5.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Lovegren Electric Co,electricians,"2222 N Girard Ave, Minneapolis, MN 55411",,+1612-588-1222,,,https://www.google.com/maps/place/?q=place_id:ChIJge7rHU8ys1IRSHzsG9Nho-E,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
All American Electric LLC,electricians,"2731 E 25th St, Minneapolis, MN 55406",,+1612-200-1097,,,https://www.google.com/maps/place/?q=place_id:ChIJHcSlujMts1IR8fYLkTikojI,4.2,5.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"Twin Cities Electric, Inc.",electricians,,,+1612-221-7232,,https://www.twincitieselectricinc.com,https://www.google.com/maps/place/?q=place_id:ChIJ2c0j6pEn9ocRmEYt6lEvSB8,3.4,17.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Bates Electric,electricians,,,+1763-296-3358,,https://bates-electric.com,https://www.google.com/maps/place/?q=place_id:ChIJqdIlWHYxs1IRwrSiPh4vD9U,5.0,10.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Banks Electric Company,electricians,"4010 E Lake St, Minneapolis, MN 55406",,+1651-461-0559,,https://bankselectriccompany.com,https://www.google.com/maps/place/?q=place_id:ChIJYejnhmEn9ocR9y3_hrnmFoM,5.0,1.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"JZ Electric, Inc.",electricians,"7100 Madison Ave W, Minneapolis, MN 55427",,+1763-545-2002,,https://jzelectricinc.com,https://www.google.com/maps/place/?q=place_id:ChIJNaz8ezg0s1IRkMDT3KTyUeM,4.6,25.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Super Electric,electricians,"333 S Colborne St, St Paul, MN 55102",,+1651-222-8288,,https://www.superelectricmn.com,https://www.google.com/maps/place/?q=place_id:ChIJO6kyV-gq9ocR1IPL8fVq-_0,4.6,51.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Electric City Corporation,electricians,"3230 Gorham Ave, Minneapolis, MN 55426",,+1952-406-8238,,https://www.electriccitycorp.com,https://www.google.com/maps/place/?q=place_id:ChIJp_8oh44f9ocRPery-yjAjIE,4.6,28.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Wallraff Electric,electricians,"540 Old Hwy 8 NW, New Brighton, MN 55112",,+1651-636-8515,,https://www.wecomn.net,https://www.google.com/maps/place/?q=place_id:ChIJI3EXEKMus1IReFsRBxEPVhk,4.7,6.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
American Electric Inc,electricians,"832 Bellvue Ln, Brooklyn Center, MN 55430",,+1763-566-5777,,https://www.americanelectricmn.com,https://www.google.com/maps/place/?q=place_id:ChIJLyw0Qscxs1IRISGIPq3uAkY,4.4,14.0,,,,,,,,,,,45.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Rynerson Electric Inc,electricians,"6211 Logan Ave S, Minneapolis, MN 55423",,+1612-869-5924,,https://www.minnesota-electrician.com,https://www.google.com/maps/place/?q=place_id:ChIJf6glMYkm9ocR6d8z2OJ590k,5.0,1.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Eden Prairie's Electricians,electricians,"10271 Wayzata Blvd, Hopkins, MN 55305",,+1952-800-7952,,,https://www.google.com/maps/place/?q=place_id:ChIJG4MJTCE1s1IRSotVg5juHDc,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
St. Croix Electric,electricians,,,+1612-430-9156,,https://www.saintcroixelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJ5cpR7lrVslIRl3MYiQGcyXA,5.0,53.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
John Electrical Contracting,electricians,"4120 Central Ave NE, Columbia Heights, MN 55421",,+1763-496-4926,,,https://www.google.com/maps/place/?q=place_id:ChIJ0acjSecvs1IRzQHCXdjvl5k,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Canton Electric Company,electricians,"4307 Park Glen Rd, Minneapolis, MN 55416",,+1651-371-9951,,,https://www.google.com/maps/place/?q=place_id:ChIJxYXtfVEn9ocRFnfRInxmTSQ,4.0,5.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Weaver Electrical Inc,electricians,,,+1651-644-6551,,https://weaver-electricalinc.com,https://www.google.com/maps/place/?q=place_id:ChIJ_____wsq9ocR8DxUl8yg-x0,4.7,35.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Nelson’s Twin City Electric INC.,electricians,"2659 Brookview Dr E, St Paul, MN 55119",,+1612-366-4969,,https://nelsonstcelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJ5y_VasnX94cRTlc8Yp7AaUA,5.0,27.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Killmer Electric Co Inc,electricians,"5141 Lakeland Ave N, Minneapolis, MN 55429",,+1763-425-2525,,https://killmerelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJ61m148o2s1IRk_oQutljgVs,3.7,12.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Electric Today,electricians,"3990 Central Ave NE, Minneapolis, MN 55421",,+1612-567-5559,,https://www.minneapoliselectricianpros.com,https://www.google.com/maps/place/?q=place_id:ChIJS6wHOUcus1IRl770vW7N0-g,5.0,2.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Verdant Electric,electricians,,,+1612-244-8418,,,https://www.google.com/maps/place/?q=place_id:ChIJg45wOWQzs1IR5Z919YrevGc,5.0,3.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Muska Electric Co,electricians,"1985 Oakcrest Ave, Roseville, MN 55113",,+1651-636-5820,,https://www.muskaelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJQQkFNPYrs1IRJJxMT5jSyx0,4.4,24.0,,,,,,,,,,,45.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Brite Lite Electric Inc,electricians,"2822 W 43rd St, Minneapolis, MN 55410",,+1612-926-0308,,,https://www.google.com/maps/place/?q=place_id:ChIJ4RT4eRcn9ocR9ZJ6v46V2Z8,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Lanz Electric LLC,electricians,"1526 Lexington Pkwy N, St Paul, MN 55117",,+1651-283-3681,,https://lanzelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJq6q-gAMrs1IRFy_b7IOeRkI,5.0,3.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Pro Wire Electrical Services,electricians,"4616 Longfellow Ave, Minneapolis, MN 55407",,+1612-387-9322,,,https://www.google.com/maps/place/?q=place_id:ChIJw7dJ_WIo9ocRecr4Q3und08,5.0,3.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Sternberg Electric Service,electricians,"1915 MN-36 #7, Roseville, MN 55113",,+1651-464-7359,,https://sternbergelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJQx5QrzveslIReLpCIob1_eE,3.9,11.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Nilles Electric,electricians,"525 Ohio St, St Paul, MN 55107",,+1651-222-8744,,https://nilleselectric.com,https://www.google.com/maps/place/?q=place_id:ChIJSYYTec0r9ocRaj79T95Od1Y,5.0,14.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Pulse Electric Inc.,electricians,"1410 Sylvan St Unit B, St Paul, MN 55117",,+1651-324-8427,,https://www.pulseelectric.net,https://www.google.com/maps/place/?q=place_id:ChIJdZckeJ0qs1IRcNSMr9TOIPQ,4.6,10.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Ace Electrical Contractors Inc,electricians,"8300 10th Ave N, Golden Valley, MN 55427",,+1763-694-8800,,https://www.aceelectrical.net,https://www.google.com/maps/place/?q=place_id:ChIJPaRUGlA2s1IRVqxo--e5VCQ,4.3,18.0,,,,,,,,,,,45.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
J-Sim Electric Inc,electricians,"8601 73rd Ave N Suite 31, Minneapolis, MN 55428",,+1612-735-3138,,https://j-simelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJe0k2I9o3s1IR7lucpDD5774,5.0,91.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Kirtland Electric,electricians,"570 Hatch Ave W, St Paul, MN 55117",,+1651-704-9338,,https://www.kirtlandelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJQ3BSHcQqs1IRqykTIM__VW8,5.0,3.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Minneapolis Emergency Electrical Services,electricians,"800 N 42nd Ave, Minneapolis, MN 55412",,+1612-254-0599,,,https://www.google.com/maps/place/?q=place_id:ChIJY42De4sxs1IR5AW3FpZfucY,2.0,2.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Julian Electrical Services,electricians,"614 Ottawa Ave N, Golden Valley, MN 55422",,+1763-600-7503,,,https://www.google.com/maps/place/?q=place_id:ChIJB99kaJQzs1IR4-PJ5fVWf74,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Collins Electrical Construction Co,electricians,"278 State St, St Paul, MN 55107",,+1651-224-2833,,https://www.collinsmn.com,https://www.google.com/maps/place/?q=place_id:ChIJdR4YnxXV94cRp7zRTp7TkuU,4.5,34.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"Bakken Electric, LLC",electricians,"817 Vandalia St, St Paul, MN 55114",,+1651-203-8130,,https://www.bakkenelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJAQDAs7oss1IRIZiDudgfau4,4.9,28.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
J Huntley Electric,electricians,"263 Butler Ave E, St Paul, MN 55118",,+1651-451-4788,,,https://www.google.com/maps/place/?q=place_id:ChIJYaDcIubU94cRsHwHYCcWL54,4.3,6.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Supreme Electric Inc,electricians,"1083 7th St W, St Paul, MN 55102",,+1651-227-8849,,https://www.supremeelectricinc.com,https://www.google.com/maps/place/?q=place_id:ChIJg3i7aJwr9ocRWRu0yJPd-lw,5.0,6.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
B&B Electric Inc.,electricians,"310 County Rd D E, Little Canada, MN 55117",,+1651-490-2926,,https://www.bandbelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJxfP_-nnXslIRKuhbyIsrTfo,5.0,2.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Mr. Electric of St. Paul,electricians,"165 Bridgepoint Dr, South St Paul, MN 55075",,+1612-254-6671,,https://mrelectric.com,https://www.google.com/maps/place/?q=place_id:ChIJZSUuaiDV94cRamp-SU-AfII,4.8,115.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
