company_name,business_type,address,city,phone,email,website,gmb_url,rating,review_count,years_in_business,employee_count,categories,facebook,instagram,linkedin,recent_reviews,growth_signals,tech_stack,place_id
Home Building & Remodeling Experts,Bath Remodeler,"6701 W 23rd St, St Louis Park, MN 55426",Plymouth,+1763-401-7423,,https://www.hbre-mn.com/,https://www.google.com/maps/search/?api=1&query=Home+Building+&+Remodeling+Experts+Plymouth+MN,4.9,37,,,Bathroom remodeler,https://www.facebook.com/HBREMN,https://www.instagram.com/hbre_mn/,,37 reviews,,,ChIJya8g_IQ1s1IRqtpQhzOWZsE
DreamMaker Bath & Kitchen,Bath Remodeler,"6801 Wayzata Blvd Suite 4, St Louis Park, MN 55426",Plymouth,+1952-417-9999,mail@dreamkitchenbath.com,https://www.dreammaker-remodel.com/st-louis-park/,https://www.google.com/maps/search/?api=1&query=DreamMaker+Bath+&+Kitchen+Plymouth+MN,4.8,9,,,Bathroom remodeler,https://www.facebook.com/dreamkitchenbathmn/,https://www.instagram.com/dmstpaulmn/,,9 reviews,,,ChIJPavqLuo0s1IR15lz6t9gQXM
Maple Grove Bathroom and Kitchen Remodeling - MNPROS,Bath Remodeler,,Plymouth,+1952-994-1286,,https://mn-pros.com/,https://www.google.com/maps/search/?api=1&query=Maple+Grove+Bathroom+and+Kitchen+Remodeling+-+MNPROS+Plymouth+MN,,,,,Bathroom remodeler,,,,,,,ChIJcXWsw9PV0A0RgFxcscP3PGk
I & E Renovations Inc,Bath Remodeler,"3440 Beltline Blvd apt 510, Minneapolis, MN 55416",Plymouth,+1612-429-6704,,https://ierenovations.com/,https://www.google.com/maps/search/?api=1&query=I+&+E+Renovations+Inc+Plymouth+MN,5,51,,,Bathroom remodeler,,https://instagram.com/ierenovationsmn?igshid=YmMyMTA2M2Y=,,51 reviews,,,ChIJ68Nv3TAh9ocRUQFs_1n2lBc
Tile By Roman,Bath Remodeler,"6125 Vicksburg Ln N, Plymouth, MN 55446",Plymouth,+1763-339-5724,,,https://www.google.com/maps/search/?api=1&query=Tile+By+Roman+Plymouth+MN,5,43,,,Bathroom remodeler,,,,43 reviews,,,ChIJuXhAIcTxWAcRZz2Y9yIig3s
Legacy Bath Solutions,Bath Remodeler,,Plymouth,+1651-565-6990,,https://www.legacybathsolutions.com/,https://www.google.com/maps/search/?api=1&query=Legacy+Bath+Solutions+Plymouth+MN,5,6,,,Bathroom remodeler,,,,6 reviews,,,ChIJxebvR6fUdiIRhDGvZc0KKus
Northern Cabinets and Remodeling,Bath Remodeler,"6960 Madison Ave W #2, Golden Valley, MN 55427",Plymouth,+1612-250-9519,,http://www.northerncabinets.com/golden-valley-mn-kitchen-remodel/,https://www.google.com/maps/search/?api=1&query=Northern+Cabinets+and+Remodeling+Plymouth+MN,5,2,,,Bathroom remodeler,https://www.facebook.com/dan.mork.5?fref=ts,,,2 reviews,,wordpress,ChIJSbnJpkA0s1IRPx8-sadGZoo
Bath Wizard,Bath Remodeler,"1405 Lilac Dr N 251 C, Golden Valley, MN 55422",Plymouth,+1800-298-5914,,https://www.bath-wizard.com/,https://www.google.com/maps/search/?api=1&query=Bath+Wizard+Plymouth+MN,3.8,13,,,Bathroom remodeler,,,,13 reviews,,,ChIJVw5ScSU1s1IR6Kv0XS-pNU8
Nail and Hammer Renovations,Bath Remodeler,"4610 Juneau Ln N, Plymouth, MN 55446",Plymouth,+1651-245-7216,,http://nailandhammerrenovations.com/,https://www.google.com/maps/search/?api=1&query=Nail+and+Hammer+Renovations+Plymouth+MN,4.2,46,,,General contractor,,,,46 reviews,,,ChIJFzeVSpRLs1IRKhgvFclRf2E
Rusco Kitchen Remodelers,Bath Remodeler,"5010 US-169, New Hope, MN 55428",Plymouth,+1952-746-7663,info@minnesotarusco.com,http://www.ruscokitchens.com/,https://www.google.com/maps/search/?api=1&query=Rusco+Kitchen+Remodelers+Plymouth+MN,4.8,344,,,Kitchen remodeler,https://www.facebook.com/Rusco-Kitchen-Remodelers-105172714500151/,,,344 reviews,,,ChIJAz5jyLk3s1IRN8Rp1zydhuU
Bathroom Remodeling By Hamza Tile and Stone,Bath Remodeler,"7242 Penn Ave N, Brooklyn Center, MN 55430",Plymouth,+1763-439-1371,filler@godaddy.comBookingsMy,https://bathroomsbyhamzatileandstone.com/,https://www.google.com/maps/search/?api=1&query=Bathroom+Remodeling+By+Hamza+Tile+and+Stone+Plymouth+MN,5,26,,,Bathroom remodeler,,,,26 reviews,,,ChIJScaFrs4xs1IR0hxYYdG7t_s
Arteos,Bath Remodeler,"12000 Marion Ln, Minnetonka, MN 55305",Plymouth,+1763-439-3826,,http://arteos.us/,https://www.google.com/maps/search/?api=1&query=Arteos+Plymouth+MN,5,18,,,Bathroom remodeler,,,,18 reviews,,,ChIJ04Np7Xn4G0wRyC1tITE4zVw
Otto & Sons Construction Llc,Bath Remodeler,"12800 Industrial Park Blvd, Plymouth, MN 55441",Plymouth,+1612-834-6886,Chris@OttoandSonsConstruction.com,http://www.ottoandsonsconstruction.com/,https://www.google.com/maps/search/?api=1&query=Otto+&+Sons+Construction+Llc+Plymouth+MN,3,2,,,Bathroom remodeler,https://www.facebook.com/Otto-and-Sons-Construction-LLC-175960776393/,https://www.instagram.com/otto_and_sons_construction/,,2 reviews,,,ChIJxXdNBkKetFIRhtJRScWaW2Y
Platinum Remodeling and Handyman Services,Bath Remodeler,"810 Lilac Dr N, Golden Valley, MN 55422",Plymouth,+1612-823-5592,55422info@platinumremodeling.com,http://platinumremodeling.com/,https://www.google.com/maps/search/?api=1&query=Platinum+Remodeling+and+Handyman+Services+Plymouth+MN,5,31,,,Bathroom remodeler,https://www.facebook.com/Platinum-Remodeling-and-Handyman-Services-330064835940/,https://www.instagram.com/platinum.remodeling.mn/,,31 reviews,hiring,,ChIJ0_E1VUk1s1IR3h5NloDSaLI
Tundraland Home Improvements,Bath Remodeler,"2728 Summer St NE, Minneapolis, MN 55413",Plymouth,+1800-886-3725,,https://www.tundraland.com/?utm_source=google&utm_medium=organic&utm_campaign=local,https://www.google.com/maps/search/?api=1&query=Tundraland+Home+Improvements+Plymouth+MN,4.8,56,,,Bathroom remodeler,,,,56 reviews,,,ChIJ4YuLKGVyOAURz76dr5PaKCY
Midwest Bath and Shower,Bath Remodeler,"400 S 4th St, Minneapolis, MN 55415",Plymouth,+1424-599-5140,,https://www.midwestbathandshower.com/,https://www.google.com/maps/search/?api=1&query=Midwest+Bath+and+Shower+Plymouth+MN,5,19,,,Bathroom remodeler,https://www.facebook.com/profile.php?id=61563867086957,https://www.instagram.com/midwestbathshower/,,19 reviews,,,ChIJ9UKMy1wzs1IR6e6jkzISVkc
Minneapolis Bathroom and Kitchen Remodeling - MNPROS,Bath Remodeler,,Plymouth,+1952-994-1286,,https://mn-pros.com/,https://www.google.com/maps/search/?api=1&query=Minneapolis+Bathroom+and+Kitchen+Remodeling+-+MNPROS+Plymouth+MN,5,1,,,Bathroom remodeler,,,,1 reviews,,,ChIJ03iMtCFLZm0RVpyVpC7gWyM
Ace Handyman Services Minnetonka,Bath Remodeler,,Plymouth,,,,https://www.google.com/maps/search/?api=1&query=Ace+Handyman+Services+Minnetonka+Plymouth+MN,5,333,,,,,,,333 reviews,,,Ace Handyman Services Minnetonka
Ben Quie & Sons,Bath Remodeler,"2448 Larpenteur Ave W, St Paul, MN 55113",Plymouth,+1651-645-5429,,https://benquieandsons.com/,https://www.google.com/maps/search/?api=1&query=Ben+Quie+&+Sons+Plymouth+MN,5,29,,,Contractor,,,,29 reviews,,,ChIJO0KuBY0ss1IRcvq8eCcSmu4
Valley Interior Products,Bath Remodeler,"4626 N Lyndale Ave, Minneapolis, MN 55412",Plymouth,+1612-521-7663,info@vip-mpls.com,http://vipbathrooms.com/,https://www.google.com/maps/search/?api=1&query=Valley+Interior+Products+Plymouth+MN,4.5,14,,,Bathroom remodeler,,,,14 reviews,,,ChIJLaHU4-wxs1IRZ7B7EX24X3E
Wise Design & Remodel LLC,Bath Remodeler,"2327 Wycliff St Suite 110, St Paul, MN 55114",Plymouth,+1612-849-2515,612.849.2515info@wisedesignremodel.comClient,https://www.wisedesignremodel.com/,https://www.google.com/maps/search/?api=1&query=Wise+Design+&+Remodel+LLC+Plymouth+MN,4.9,45,,,Bathroom remodeler,https://www.facebook.com/profile.php?id=61559721373430,https://www.instagram.com/wisedesignremodel/,,45 reviews,,,ChIJbWom-MYp9ocRaLwfTYP71y4
Prima Construction,Bath Remodeler,"4838 W Upland Crest, Columbia Heights, MN 55421",Plymouth,+1612-888-5959,55421612-888-5959info@prima-construction.comMinnesota,http://www.prima-construction.com/,https://www.google.com/maps/search/?api=1&query=Prima+Construction+Plymouth+MN,4.6,31,,,Bathroom remodeler,https://www.facebook.com/primatwincities,https://www.instagram.com/primaconstruction,,31 reviews,,,ChIJ7Xu2w1Eus1IR91JvmA_zvkc
Bath Fitter,Bath Remodeler,"2500 Cleveland Ave N Ste I, Roseville, MN 55113",Plymouth,+1612-979-2447,,https://www.bathfitter.com/us-en/location/minnesota/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-google-seo,https://www.google.com/maps/search/?api=1&query=Bath+Fitter+Plymouth+MN,4.7,418,,,Bathroom remodeler,https://www.facebook.com/BathfitterMN,https://www.instagram.com/bathfitter/,https://www.linkedin.com/company/bath-fitter/,418 reviews,hiring,,ChIJYWh_Vmgrs1IRO_JG1cKtHJI
Muse Remodeling,Bath Remodeler,"2705 Pierce St NE, Minneapolis, MN 55418",Plymouth,+1763-807-6928,States763-807-6928museremodeling@gmail.com,http://muse-remodeling.com/,https://www.google.com/maps/search/?api=1&query=Muse+Remodeling+Plymouth+MN,4.9,29,,,Construction company,https://www.facebook.com/museremodeling?ref=hl,,,29 reviews,,squarespace,ChIJSZXxgcMts1IRhNQPR3ia4jw
Mad City Windows & Baths of Minneapolis,Bath Remodeler,"2621 Fairview Ave N Suite 600, Roseville, MN 55113",Plymouth,+1952-529-9266,,https://madcitywindows.com/minneapolis/?utm_source=gmb&utm_medium=Yext&y_source=1_NjY1MDE4OTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/search/?api=1&query=Mad+City+Windows+&+Baths+of+Minneapolis+Plymouth+MN,4.5,1779,27,,Bathroom remodeler,https://www.facebook.com/MadCityWindows/,,,1779 reviews,hiring,,ChIJu-Gxb_Ers1IRluXsSnCmU7g
Briggs & Nins Construction LLC,Bath Remodeler,"2380 Wycliff St #200, St Paul, MN 55114",Plymouth,+1612-927-2650,,https://briggsnins.com/,https://www.google.com/maps/search/?api=1&query=Briggs+&+Nins+Construction+LLC+Plymouth+MN,4.9,42,,,Bathroom remodeler,https://www.facebook.com/briggsnins,https://www.instagram.com/briggsnins,https://www.linkedin.com/company/briggsnins/,42 reviews,,,ChIJS6jW8tEaMakRakvj6faIHts
Twin City Baths & Tile,Bath Remodeler,,Plymouth,+1612-460-8090,Statesinfo@twincitybaths.com,https://www.twincitybaths.com/,https://www.google.com/maps/search/?api=1&query=Twin+City+Baths+&+Tile+Plymouth+MN,5,6,4,,Bathroom remodeler,,,,6 reviews,,,ChIJL5Ru-O6QnaoRuDcnQM_LLeE
Quality House Painting,Painter,"726 Lake St E, Wayzata, MN 55391",Wayzata,+1952-800-9316,,https://sites.google.com/view/quality-edge-painters/home,https://www.google.com/maps/search/?api=1&query=Quality+House+Painting+Wayzata+MN,5,5,,,Painting,,,,5 reviews,,,ChIJyfxsPgBNs1IRIwFsReH1qH0
Lake Minnetonka Painting,Painter,"16814 Cottage Grove Ave, Wayzata, MN 55391",Wayzata,+1952-345-4554,,http://www.lakeminnetonkapainting.com/,https://www.google.com/maps/search/?api=1&query=Lake+Minnetonka+Painting+Wayzata+MN,5,1,,,Painter,,,,1 reviews,,,ChIJ7z5lewIe9ocRErutrmw2Vfs
Palmer Painting,Painter,"545 Tamarack Ave Suite F, Long Lake, MN 55356",Wayzata,+1952-679-8605,,http://www.palmerptg.com/,https://www.google.com/maps/search/?api=1&query=Palmer+Painting+Wayzata+MN,4.8,22,,,Painter,,https://www.instagram.com/palmerptg/,,22 reviews,hiring,,ChIJeTVNkJQ1s1IRdKtUWyHfC10
Dave's Painting Inc.,Painter,"3927 Colgate Ave, Minnetonka, MN 55345",Wayzata,+1952-201-1577,,,https://www.google.com/maps/search/?api=1&query=Dave's+Painting+Inc.+Wayzata+MN,5,9,,,Painter,,,,9 reviews,,,ChIJb3fJqA4e9ocRsvG77itlFLM
New Town Painters,Painter,"545 Tamarack Ave, Long Lake, MN 55356",Wayzata,+1952-473-4455,553566122210952office@newtownexteriors.com,http://www.newtownpainters.com/,https://www.google.com/maps/search/?api=1&query=New+Town+Painters+Wayzata+MN,5,1,,,Painter,https://www.facebook.com/newtownteam/,,,1 reviews,,,ChIJA_2OPYVNs1IRs50TU5ubXIw
"Westech Painting & Decorating, LLC",Painter,"2830 Brockton Ln N, Plymouth, MN 55447",Wayzata,+1612-616-6979,,,"https://www.google.com/maps/search/?api=1&query=Westech+Painting+&+Decorating,+LLC+Wayzata+MN",,,,,Painter,,,,,,,ChIJvXpUwCxMs1IRkzKYW4BlG7Y
S.A. Allen Painting & Fine Finishes,Painter,"11219 Oakvale Rd S, Hopkins, MN 55305",Wayzata,+1952-594-0001,,http://saallenpainting.com/,https://www.google.com/maps/search/?api=1&query=S.A.+Allen+Painting+&+Fine+Finishes+Wayzata+MN,5,4,,,Painter,,,,4 reviews,,,ChIJ49N7h_Yf9ocRveLokFb-Q8Y
Fox Co,Painter,"1935 Wayzata Blvd Suite 300, Long Lake, MN 55356",Wayzata,+1612-295-9080,,https://foxcominnesota.com/,https://www.google.com/maps/search/?api=1&query=Fox+Co+Wayzata+MN,5,19,,,Painter,https://www.facebook.com/people/FOX-CO/61556896456893/,https://www.instagram.com/itsmorethanjustpaint,https://www.linkedin.com/company/fox-co-inc/?viewAsMember=true,19 reviews,,,ChIJa1Nml3NNs1IRMfeXoIw8gfg
All Kind Painting & Cleaning,Painter,"2756 Douglas Dr N, Minneapolis, MN 55422",Wayzata,+1612-432-3744,info@allkindpnc.com,http://allkindpnc.com/,https://www.google.com/maps/search/?api=1&query=All+Kind+Painting+&+Cleaning+Wayzata+MN,3.2,42,,,Painter,https://www.facebook.com/AllKindPaintingAndCleaning,,,42 reviews,,,ChIJd6U5LEhKs1IRsBo31Vfh3iY
A+ Professional Painting LLC.,Painter,,Wayzata,+1612-267-7594,Quote@APlusProPainting.com,http://www.apluspropainting.com/,https://www.google.com/maps/search/?api=1&query=A++Professional+Painting+LLC.+Wayzata+MN,4.9,30,,,Painter,https://www.facebook.com/APlusProPaintingTwinCities/,https://www.instagram.com/apluspropainting,https://www.linkedin.com/company/a-professional-painting-co.,30 reviews,,,ChIJu79TKWM1s1IRYVcOHb7Qbpo
Valle's Painting and Drywall,Painter,"2731 Hillsboro Ave N #306, New Hope, MN 55427",Wayzata,+1952-395-3392,,,https://www.google.com/maps/search/?api=1&query=Valle's+Painting+and+Drywall+Wayzata+MN,,,,,Painter,,,,,,,ChIJRZMXGs-wbCURJ0cN4MnhfO8
Soto's Repair & Painting Co,Painter,,Wayzata,+1612-800-1018,,,https://www.google.com/maps/search/?api=1&query=Soto's+Repair+&+Painting+Co+Wayzata+MN,1,2,,,Painter,,,,2 reviews,,,ChIJrU0jv4BECm0RnZtGeR48AVw
Wild Scorpion Painting Services,Painter,"2727Rhode, Island Ave S, St Louis Park, MN 55426",Wayzata,+1612-469-0007,,https://wildscorpion-painting-services.ueniweb.com/?utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Wild+Scorpion+Painting+Services+Wayzata+MN,,,,,Painter,,,,,,,ChIJyyacAm81s1IRaY3j5bMxSC0
Micont Painting & Repair Services,Painter,,Wayzata,+1763-247-1495,,,https://www.google.com/maps/search/?api=1&query=Micont+Painting+&+Repair+Services+Wayzata+MN,,,,,Painter,,,,,,,ChIJ-y6d_pzayQoRkNr5WxfaiUo
"Precision Epoxy - Quality & Affordable Painting Service, Reliable Painting Contractor",Painter,,Wayzata,+1612-473-7211,,,"https://www.google.com/maps/search/?api=1&query=Precision+Epoxy+-+Quality+&+Affordable+Painting+Service,+Reliable+Painting+Contractor+Wayzata+MN",1,1,,,Painter,,,,1 reviews,,,ChIJUZv8FhNnPg8RiPgMb2LqaY8
Ace Handyman Services Minnetonka,Painter,"901 Twelve Oaks Center Dr #930, Wayzata, MN 55391",Wayzata,+1952-698-1267,,https://www.acehandymanservices.com/offices/minnetonka,https://www.google.com/maps/search/?api=1&query=Ace+Handyman+Services+Minnetonka+Wayzata+MN,5,335,,,Painter,,,,335 reviews,,,ChIJF6-82VBLs1IRy98uV5QjO3k
"F&M Custom Painting, LLC.",Painter,,Wayzata,+1952-454-3692,,,"https://www.google.com/maps/search/?api=1&query=F&M+Custom+Painting,+LLC.+Wayzata+MN",4.8,16,,,Painter,,,,16 reviews,,,ChIJL_eHqpgtookRs8R3IBJEXVs
New Vibes Painting Company,Painter,,Wayzata,+1612-916-6875,,https://newvibes.org/,https://www.google.com/maps/search/?api=1&query=New+Vibes+Painting+Company+Wayzata+MN,5,29,,,Painter,,,,29 reviews,,,ChIJo3s9Z7Qxs1IRzAzhoFbYuGU
Eclipse Painting Minnetonka,Painter,,Wayzata,+1952-495-1141,,https://eclipsepaintingminnetonka.com/,https://www.google.com/maps/search/?api=1&query=Eclipse+Painting+Minnetonka+Wayzata+MN,,,,,Painter,,,,,,,ChIJd0pXXA8f9ocRR0c_KUuS-Lw
Wayzata Bay Painting Company,Painter,,Wayzata,+1612-461-8086,,http://wayzatabaypainting.com/,https://www.google.com/maps/search/?api=1&query=Wayzata+Bay+Painting+Company+Wayzata+MN,,,,,Painter,,,,,,,ChIJhRRMPdtLs1IRAZkpRlRYcuE
Quality Craftsman Painting,Painter,,Wayzata,,Facebookqualitycraftsmanpaintingmn@gmail.com,http://qcpmn.com/,https://www.google.com/maps/search/?api=1&query=Quality+Craftsman+Painting+Wayzata+MN,5,3,,,Contractor,,,,3 reviews,,,ChIJiUkexoBLs1IRYy0u6PFC8eg
Painters in Minneapolis,Painter,,Wayzata,+1612-712-4844,,,https://www.google.com/maps/search/?api=1&query=Painters+in+Minneapolis+Wayzata+MN,,,,,Painter,,,,,,,ChIJj2s0Gu81s1IR22e0jJc0chw
Blue Sky Group Inc.,Painter,"1161 Wayzata Blvd #154, Wayzata, MN 55391",Wayzata,+1612-802-9505,,https://blueskygroupinc.com/,https://www.google.com/maps/search/?api=1&query=Blue+Sky+Group+Inc.+Wayzata+MN,4.4,7,,,Painting,,,,7 reviews,,,ChIJRVpR-Q5Ls1IRNkg42tprbOo
Swanson & Youngdale,Painter,"6565 W 23rd St, Minneapolis, MN 55426",Wayzata,+1952-545-2541,,http://www.swansonyoungdale.com/,https://www.google.com/maps/search/?api=1&query=Swanson+&+Youngdale+Wayzata+MN,4.9,34,,,Painting,https://www.facebook.com/Swanson-Youngdale-Inc-249764911736118/,,https://www.linkedin.com/company/swanson-&-youngdale-inc.,34 reviews,hiring,,ChIJWZyYlcg0s1IRYBkGkLopyiU
Scott Services Lawn Care & Landscaping,Painter,"326 Park St E, Wayzata, MN 55391",Wayzata,+1612-280-9488,Scottservicemn@gmail.com,https://scottservicesmn.com/,https://www.google.com/maps/search/?api=1&query=Scott+Services+Lawn+Care+&+Landscaping+Wayzata+MN,5,31,,,Landscaper,,,,31 reviews,,,ChIJ4wgMU9SNJyURXqqINvcj7t0
"APV Drywall, Inc.",Painter,"15020 27th Ave N UNIT 100, Plymouth, MN 55447",Wayzata,+1612-232-4645,,http://www.apvdrywall.com/,"https://www.google.com/maps/search/?api=1&query=APV+Drywall,+Inc.+Wayzata+MN",4.4,76,,,Dry wall contractor,,,,76 reviews,hiring,,ChIJr8Q4mxY6s1IRD4nNjoueAAI
Rainbow Inc.,Painter,"7324 36th Ave N, Minneapolis, MN 55427",Wayzata,+1763-535-4041,535-4041info@rainbowincmn.com,http://rainbowincmn.com/,https://www.google.com/maps/search/?api=1&query=Rainbow+Inc.+Wayzata+MN,3.6,7,,,Painter,,,,7 reviews,hiring,,ChIJyZOj5CY0s1IRaxfyaPpYRkc
Hirshfield's Plymouth Contractor Service Center,Painter,"1975 Annapolis Ln N, Plymouth, MN 55441",Wayzata,+1763-577-9864,,https://www.hirshfields.com/,https://www.google.com/maps/search/?api=1&query=Hirshfield's+Plymouth+Contractor+Service+Center+Wayzata+MN,4.4,23,,,Painting,https://www.facebook.com/Hirshfields,https://www.instagram.com/hirshfieldspaint/,https://www.linkedin.com/company/hirshfield's,23 reviews,hiring,,ChIJtxI1AkRKs1IRBaGBN2EUfTA
Legatt Decorating Inc,Painter,"9100 10th Ave N #100, Minneapolis, MN 55427",Wayzata,+1763-541-0554,,http://legattdecorating.com/,https://www.google.com/maps/search/?api=1&query=Legatt+Decorating+Inc+Wayzata+MN,4.3,4,,,Painter,,,,4 reviews,,,ChIJadrEsqc1s1IRnvbXn7PMgS4
DESIGNER CONNECTED,Bath Remodeler,"130 Chicago Ave N, Wayzata, MN 55391",Wayzata,+1612-504-0521,,http://www.designerconnected.com/,https://www.google.com/maps/search/?api=1&query=DESIGNER+CONNECTED+Wayzata+MN,5,8,,,Bathroom remodeler,https://www.facebook.com/designerconnected,https://www.instagram.com/designerconnected,,8 reviews,,,ChIJJec9iSBNs1IRNkShyH4ZGV4
Black Dog Homes,Bath Remodeler,"1905 Wayzata Blvd E STE 105, Wayzata, MN 55391",Wayzata,+1763-308-5098,info@blackdoghomes.com,https://www.blackdoghomes.com/,https://www.google.com/maps/search/?api=1&query=Black+Dog+Homes+Wayzata+MN,4.8,11,,,Bathroom remodeler,https://www.facebook.com/blackdoghomes/,https://www.instagram.com/blackdoghomes/,https://www.linkedin.com/company/blackdoghomes,11 reviews,,,ChIJHya8VmBLs1IRuf4aFsRLONg
Revision LLC,Bath Remodeler,"153 Lake St E Suite 102, Wayzata, MN 55391",Wayzata,+1612-462-4000,info@stonewood.com,http://www.revisionmn.com/,https://www.google.com/maps/search/?api=1&query=Revision+LLC+Wayzata+MN,5,6,,,Bathroom remodeler,https://www.facebook.com/stonewoodhomes,https://www.instagram.com/stonewoodcustomhomes/,,6 reviews,hiring,,ChIJryTappNMs1IR4Dn7jlynkpw
battle brook builders,Bath Remodeler,,Wayzata,+1612-412-3430,email@email.com,https://www.battlebrookbuilders.com/,https://www.google.com/maps/search/?api=1&query=battle+brook+builders+Wayzata+MN,,,,,Bathroom remodeler,,,,,,,ChIJCXOJmkYaxk0RvNpkCAH09Bc
810 Builders,Bath Remodeler,"15528 Holdridge Rd E, Wayzata, MN 55391",Wayzata,+1612-743-5666,,,https://www.google.com/maps/search/?api=1&query=810+Builders+Wayzata+MN,,,,,Bathroom remodeler,,,,,,,ChIJD1Wsw0FLs1IRG1yl81JawSc
Excel Builders,Bath Remodeler,,Wayzata,+1612-281-4681,,https://www.excelbuildersmn.com/,https://www.google.com/maps/search/?api=1&query=Excel+Builders+Wayzata+MN,,,,,Bathroom remodeler,https://www.facebook.com/ExcelBuildersMN,https://www.instagram.com/excelbuildersmn/?hl=en,,,,,ChIJNZ3aetcxkqwRJZ7HgOc1UN0
Builder and Remodeler,Bath Remodeler,"125 Lake St W, Wayzata, MN 55391",Wayzata,+1952-686-8027,,https://www.builderandremodeler.com/,https://www.google.com/maps/search/?api=1&query=Builder+and+Remodeler+Wayzata+MN,5,2,,,Real estate agency,,,,2 reviews,,,ChIJgcviXGY1s1IRiZNRif2eha4
Neighborhood Building-Remodeling,Bath Remodeler,"10024 Minnetonka Blvd, Minnetonka, MN 55305",Wayzata,+1952-933-7673,,http://neighborhoodbuilding.com/,https://www.google.com/maps/search/?api=1&query=Neighborhood+Building-Remodeling+Wayzata+MN,4.7,17,,,Bathroom remodeler,,,,17 reviews,,,ChIJjbjCKwkg9ocRLZ-gP9X37bM
"MDS Remodeling, LLC",Bath Remodeler,"18285 Minnetonka Blvd Ste D, Wayzata, MN 55391",Wayzata,+1952-209-1582,,http://www.mdsremodeling.com/,"https://www.google.com/maps/search/?api=1&query=MDS+Remodeling,+LLC+Wayzata+MN",5,9,,,Contractor,https://www.facebook.com/mdsremodeling/,https://www.instagram.com/mdsremodeling,,9 reviews,,squarespace,ChIJzQdtjndNs1IR8GkgQa_rQgQ
Kuechle Construction Company,Bath Remodeler,"15500 9th Ave N, Minneapolis, MN 55447",Wayzata,+1763-210-8272,,http://www.kuechleconstruction.com/,https://www.google.com/maps/search/?api=1&query=Kuechle+Construction+Company+Wayzata+MN,4.3,4,,,Bathroom remodeler,,,,4 reviews,,,ChIJ4wECdKZLs1IRg1GTyo2qSIk
Shoreline Builders,Bath Remodeler,"339 Barry Ave S, Wayzata, MN 55391",Wayzata,+1763-506-0629,mitch@shorelinebuildersmn.com,http://www.shorelinebuildersmn.com/contact.cfm,https://www.google.com/maps/search/?api=1&query=Shoreline+Builders+Wayzata+MN,3,2,,,Contractor,http://www.facebook.com/pages/Wayzata-MN/Shoreline-Builders-Home-Renovation-Design/108872449132919?ref=ts,,,2 reviews,,,ChIJid-Pa5FMs1IRAoWnxdp9oR8
Aspire Design Showroom Gallery,Bath Remodeler,"845 Berkshire Ln N, Plymouth, MN 55441",Wayzata,+1952-988-5550,,https://www.aspiredsg.com/,https://www.google.com/maps/search/?api=1&query=Aspire+Design+Showroom+Gallery+Wayzata+MN,5,1,,,Bathroom remodeler,,,,1 reviews,hiring,,ChIJuZXzbFdKs1IRQS6f1F0AX9U
Boyer Building Corporation,Bath Remodeler,"3435 County Rd 101, Minnetonka, MN 55345",Wayzata,+1952-475-2097,,https://boyerbuilding.com/,https://www.google.com/maps/search/?api=1&query=Boyer+Building+Corporation+Wayzata+MN,4.8,21,,,Bathroom remodeler,,,,21 reviews,,,ChIJzYQJ2v0d9ocRSCyGdRP2op0
Personal Pride Construction,Bath Remodeler,"1200 Mendelssohn Ave N #202B, Golden Valley, MN 55427",Wayzata,+1763-363-4725,,https://www.personalprideconstruction.com/?utm_campaign=GoogleMyBusiness,https://www.google.com/maps/search/?api=1&query=Personal+Pride+Construction+Wayzata+MN,4.9,99,,,Deck builder,,,,99 reviews,,,ChIJsVaNCqQ1s1IRqtZ66Z7dICU
The Honey Do - Handyman,Bath Remodeler,"16505 Linden Dr, Minnetonka, MN 55345",Wayzata,+1612-341-3686,,https://www.thehoneydo-handyman.com/,https://www.google.com/maps/search/?api=1&query=The+Honey+Do+-+Handyman+Wayzata+MN,4.9,221,,,Bathroom remodeler,https://www.facebook.com/getthehoneydohandyman,https://www.instagram.com/the_honey_do_handyman/,,221 reviews,,,ChIJs1plNxAe9ocR3y6H54uoAK0
Bluestem Remodeling,Bath Remodeler,"6542 W Lake St, St Louis Park, MN 55426",Wayzata,+1952-926-0164,,http://www.bluestemremodeling.com/,https://www.google.com/maps/search/?api=1&query=Bluestem+Remodeling+Wayzata+MN,4.4,20,,,Bathroom remodeler,,,,20 reviews,,,ChIJcbKFJ5gg9ocRwiz44wsmxRg
Concept Home Renovation,Bath Remodeler,,Wayzata,+1651-895-7015,,https://www.conceptrenovationmn.com/,https://www.google.com/maps/search/?api=1&query=Concept+Home+Renovation+Wayzata+MN,5,5,,,Bathroom remodeler,,,,5 reviews,,,ChIJM-87b17IzokRHe69DwFjCfg
Jeff McCall Construction Co.,Bath Remodeler,"3603 Croftview Terrace, Minnetonka, MN 55345",Wayzata,+1612-718-4345,,http://www.mccall-construction.com/,https://www.google.com/maps/search/?api=1&query=Jeff+McCall+Construction+Co.+Wayzata+MN,3.8,4,,,Bathroom remodeler,,,,4 reviews,,,ChIJq5gDfOYd9ocRvNFuHaqCTNQ
